epoch,train_loss,valid_loss
1,0.3962,0.2609
2,0.2062,0.2326
3,0.1906,0.2297
4,0.1812,0.2058
5,0.1658,0.1849
6,0.1555,0.1821
7,0.1540,0.1844
8,0.1509,0.1682
9,0.1374,0.1622
10,0.1314,0.1648
11,0.1296,0.1644
12,0.1363,0.1618
13,0.1313,0.1482
14,0.1220,0.1389
15,0.1162,0.1399
16,0.1171,0.1460
17,0.1187,0.1361
18,0.1110,0.1292
19,0.1123,0.1309
20,0.1156,0.1272
21,0.1046,0.1208
22,0.0995,0.1223
23,0.1075,0.1274
24,0.1014,0.1191
25,0.0978,0.1127
26,0.0959,0.1117
27,0.0933,0.1082
28,0.0918,0.1122
29,0.0930,0.1056
30,0.0925,0.1062
31,0.0909,0.1035
32,0.0868,0.1043
33,0.0884,0.1009
34,0.0875,0.0992
35,0.0924,0.0989
36,0.0839,0.1002
37,0.0893,0.1041
38,0.0853,0.0952
39,0.0814,0.0965
40,0.0807,0.0920
42,0.0795,0.0906
43,0.0757,0.0925
44,0.0794,0.0864
45,0.0774,0.0901
46,0.0765,0.0869
47,0.0749,0.0887
48,0.0754,0.0856
49,0.0756,0.0855
50,0.0725,0.0851
51,0.0730,0.0837
52,0.0734,0.0832
53,0.0725,0.0842
54,0.0731,0.0810
55,0.0731,0.0789
56,0.0735,0.0803
57,0.0702,0.0804
58,0.0714,0.0785
59,0.0686,0.0793
60,0.0725,0.0845
61,0.0749,0.0872
62,0.0728,0.0819
63,0.0678,0.0782
64,0.0682,0.0759
65,0.0676,0.0753
66,0.0668,0.0790
67,0.0683,0.0741
68,0.0657,0.0760
69,0.0661,0.0737
70,0.0638,0.0749
71,0.0645,0.0748
72,0.0641,0.0739
73,0.0655,0.0720
74,0.0639,0.0744
75,0.0633,0.0738
76,0.0624,0.0732
77,0.0654,0.0712
78,0.0635,0.0715
79,0.0614,0.0696
80,0.0633,0.0679
81,0.0647,0.0740
82,0.0637,0.0716
83,0.0592,0.0725
84,0.0645,0.0796
85,0.0600,0.0672
86,0.0619,0.0689
87,0.0607,0.0704
88,0.0620,0.0672
89,0.0589,0.0721
90,0.0608,0.0679
91,0.0602,0.0685
92,0.0585,0.0687
93,0.0577,0.0670
94,0.0584,0.0654
95,0.0576,0.0651
96,0.0591,0.0647
97,0.0563,0.0662
98,0.0568,0.0669
99,0.0573,0.0695
100,0.0588,0.0641
101,0.0569,0.0663
102,0.0584,0.0653
103,0.0575,0.0648
104,0.0583,0.0653
105,0.0592,0.0640
106,0.0545,0.0602
107,0.0546,0.0621
108,0.0544,0.0595
109,0.0551,0.0645
110,0.0555,0.0625
111,0.0533,0.0606
112,0.0537,0.0628
113,0.0553,0.0608
114,0.0560,0.0608
115,0.0552,0.0606
116,0.0539,0.0620
117,0.0524,0.0600
118,0.0518,0.0582
119,0.0544,0.0597
120,0.0535,0.0606
121,0.0531,0.0569
122,0.0518,0.0576
123,0.0536,0.0606
124,0.0532,0.0604
125,0.0526,0.0611
126,0.0512,0.0575
127,0.0519,0.0566
128,0.0511,0.0557
129,0.0507,0.0576
130,0.0505,0.0582
131,0.0515,0.0605
132,0.0511,0.0597
133,0.0499,0.0582
134,0.0492,0.0558
135,0.0524,0.0566
136,0.0537,0.0576
137,0.0510,0.0598
169,0.0461,0.0575
170,0.0461,0.0525
171,0.0470,0.0536
172,0.0467,0.0510
173,0.0461,0.0519
174,0.0454,0.0513
175,0.0459,0.0508
176,0.0461,0.0502
177,0.0455,0.0495
178,0.0460,0.0531
179,0.0452,0.0498
180,0.0437,0.0494
181,0.0450,0.0511
182,0.0448,0.0517
183,0.0433,0.0506
184,0.0454,0.0508
185,0.0454,0.0502
186,0.0451,0.0527
187,0.0441,0.0484
188,0.0434,0.0496
189,0.0454,0.0504
190,0.0422,0.0482
191,0.0439,0.0498
192,0.0436,0.0497
193,0.0454,0.0491
194,0.0445,0.0489
195,0.0445,0.0492
196,0.0441,0.0492
197,0.0433,0.0487
198,0.0434,0.0492
199,0.0427,0.0496
200,0.0429,0.0527
201,0.0432,0.0486
202,0.0431,0.0488
203,0.0433,0.0471
204,0.0444,0.0509
205,0.0436,0.0473
206,0.0423,0.0465
207,0.0406,0.0472
208,0.0412,0.0471
209,0.0425,0.0479
210,0.0428,0.0473
211,0.0409,0.0485
212,0.0414,0.0470
213,0.0411,0.0463
214,0.0417,0.0462
215,0.0420,0.0465
216,0.0429,0.0489
217,0.0432,0.0468
218,0.0424,0.0458
219,0.0424,0.0493
220,0.0413,0.0453
221,0.0424,0.0449
222,0.0416,0.0471
223,0.0410,0.0470
224,0.0408,0.0451
225,0.0401,0.0478
226,0.0409,0.0465
227,0.0425,0.0473
228,0.0407,0.0451
229,0.0400,0.0448
230,0.0406,0.0464
231,0.0408,0.0460
232,0.0403,0.0442
233,0.0418,0.0458
234,0.0415,0.0461
235,0.0420,0.0479
236,0.0402,0.0470
237,0.0387,0.0455
238,0.0391,0.0447
239,0.0408,0.0489
240,0.0390,0.0438
241,0.0405,0.0451
242,0.0399,0.0440
243,0.0415,0.0466
244,0.0417,0.0450
245,0.0410,0.0455
246,0.0423,0.0485
247,0.0389,0.0438
248,0.0404,0.0441
249,0.0404,0.0449
250,0.0408,0.0448
251,0.0405,0.0435
252,0.0394,0.0443
253,0.0387,0.0436
254,0.0404,0.0441
255,0.0408,0.0434
256,0.0380,0.0425
257,0.0387,0.0461
258,0.0396,0.0429
259,0.0391,0.0436
260,0.0386,0.0441
261,0.0406,0.0427
262,0.0377,0.0432
263,0.0393,0.0429
264,0.0392,0.0457
265,0.0382,0.0429
266,0.0381,0.0451
267,0.0392,0.0422
268,0.0386,0.0435
269,0.0373,0.0424
270,0.0382,0.0435
271,0.0376,0.0425
272,0.0379,0.0424
273,0.0392,0.0427
274,0.0375,0.0428
275,0.0372,0.0416
276,0.0389,0.0422
277,0.0379,0.0428
278,0.0370,0.0424
279,0.0384,0.0436
280,0.0382,0.0426
281,0.0395,0.0421
282,0.0357,0.0425
283,0.0386,0.0451
284,0.0375,0.0407
285,0.0395,0.0430
286,0.0376,0.0412
287,0.0381,0.0411
288,0.0357,0.0430
289,0.0370,0.0406
290,0.0365,0.0438
291,0.0376,0.0412
292,0.0375,0.0447
293,0.0382,0.0408
294,0.0369,0.0405
295,0.0361,0.0413
296,0.0370,0.0427
297,0.0372,0.0420
298,0.0379,0.0429
299,0.0377,0.0415
300,0.0368,0.0411
301,0.0381,0.0409
302,0.0382,0.0416
303,0.0366,0.0407
304,0.0373,0.0401
305,0.0352,0.0407
306,0.0362,0.0404
307,0.0368,0.0399
308,0.0377,0.0432
309,0.0373,0.0412
310,0.0364,0.0421
311,0.0367,0.0404
312,0.0355,0.0393
313,0.0363,0.0407
314,0.0355,0.0405
315,0.0353,0.0399
316,0.0358,0.0414
317,0.0366,0.0412
318,0.0365,0.0427
319,0.0359,0.0394
320,0.0353,0.0411
