epoch,train_loss,valid_loss
1,0.4123,0.2710
2,0.2101,0.2582
3,0.1922,0.2168
4,0.1727,0.2071
5,0.1632,0.1919
6,0.1497,0.1726
7,0.1487,0.1723
8,0.1403,0.1616
9,0.1347,0.1639
10,0.1368,0.1576
11,0.1346,0.1528
12,0.1220,0.1438
13,0.1163,0.1375
14,0.1145,0.1333
15,0.1121,0.1404
16,0.1097,0.1268
17,0.1046,0.1256
18,0.1055,0.1235
19,0.1018,0.1262
20,0.1030,0.1186
21,0.1003,0.1212
22,0.0971,0.1144
23,0.0926,0.1130
24,0.0945,0.1144
25,0.0936,0.1101
26,0.0910,0.1050
27,0.0877,0.1062
28,0.0862,0.1023
29,0.0852,0.1019
30,0.0892,0.1067
31,0.0807,0.0994
32,0.0828,0.0990
33,0.0839,0.0960
34,0.0814,0.1025
35,0.0828,0.1016
36,0.0784,0.0915
37,0.0783,0.0928
38,0.0782,0.0922
39,0.0773,0.0904
40,0.0793,0.0944
41,0.0759,0.0917
42,0.0765,0.0916
43,0.0743,0.0868
44,0.0722,0.0882
45,0.0709,0.0843
46,0.0753,0.0880
47,0.0713,0.0838
48,0.0713,0.0825
49,0.0710,0.0880
50,0.0736,0.0839
51,0.0715,0.0820
52,0.0694,0.0810
53,0.0681,0.0835
54,0.0687,0.0798
55,0.0672,0.0779
56,0.0649,0.0780
57,0.0653,0.0762
58,0.0635,0.0777
59,0.0651,0.0790
60,0.0669,0.0781
61,0.0635,0.0781
62,0.0629,0.0750
63,0.0628,0.0761
64,0.0630,0.0729
65,0.0624,0.0721
66,0.0609,0.0719
67,0.0628,0.0724
68,0.0595,0.0746
69,0.0615,0.0735
70,0.0594,0.0695
71,0.0609,0.0708
72,0.0592,0.0728
73,0.0615,0.0699
74,0.0599,0.0706
75,0.0587,0.0722
76,0.0591,0.0738
77,0.0584,0.0690
78,0.0589,0.0729
79,0.0582,0.0710
80,0.0568,0.0699
81,0.0574,0.0694
82,0.0562,0.0659
83,0.0549,0.0677
84,0.0572,0.0671
85,0.0564,0.0655
86,0.0555,0.0661
87,0.0557,0.0658
88,0.0551,0.0645
89,0.0544,0.0630
90,0.0550,0.0638
91,0.0553,0.0646
92,0.0544,0.0636
93,0.0527,0.0650
94,0.0524,0.0638
95,0.0522,0.0623
96,0.0537,0.0653
97,0.0529,0.0651
98,0.0522,0.0634
99,0.0533,0.0621
100,0.0525,0.0603
101,0.0530,0.0641
102,0.0526,0.0622
103,0.0522,0.0617
104,0.0516,0.0616
105,0.0517,0.0614
106,0.0516,0.0603
107,0.0524,0.0616
108,0.0497,0.0600
109,0.0510,0.0597
110,0.0512,0.0603
111,0.0494,0.0598
112,0.0494,0.0607
113,0.0493,0.0600
114,0.0490,0.0573
115,0.0501,0.0575
116,0.0503,0.0567
117,0.0494,0.0588
118,0.0481,0.0615
119,0.0515,0.0575
120,0.0487,0.0589
121,0.0494,0.0566
122,0.0486,0.0575
123,0.0477,0.0557
124,0.0481,0.0592
125,0.0471,0.0556
126,0.0474,0.0591
127,0.0494,0.0580
128,0.0457,0.0560
129,0.0475,0.0552
130,0.0480,0.0569
131,0.0468,0.0572
132,0.0474,0.0560
133,0.0455,0.0545
134,0.0463,0.0548
135,0.0455,0.0585
136,0.0479,0.0556
137,0.0457,0.0549
138,0.0457,0.0534
139,0.0450,0.0545
140,0.0455,0.0537
141,0.0472,0.0551
142,0.0465,0.0547
143,0.0470,0.0547
144,0.0454,0.0534
145,0.0451,0.0521
146,0.0466,0.0537
147,0.0463,0.0520
148,0.0437,0.0548
149,0.0444,0.0532
150,0.0432,0.0512
151,0.0460,0.0510
152,0.0439,0.0515
153,0.0446,0.0503
154,0.0434,0.0524
155,0.0441,0.0531
156,0.0452,0.0515
157,0.0428,0.0510
158,0.0427,0.0501
159,0.0438,0.0504
160,0.0438,0.0512
161,0.0432,0.0511
162,0.0437,0.0521
163,0.0437,0.0510
164,0.0414,0.0522
165,0.0426,0.0497
166,0.0444,0.0518
167,0.0434,0.0500
168,0.0415,0.0500
169,0.0439,0.0504
170,0.0423,0.0509
171,0.0435,0.0505
172,0.0421,0.0503
173,0.0424,0.0496
174,0.0413,0.0497
175,0.0418,0.0484
176,0.0421,0.0489
177,0.0405,0.0494
178,0.0415,0.0482
179,0.0415,0.0493
180,0.0393,0.0474
181,0.0413,0.0495
182,0.0419,0.0504
183,0.0406,0.0470
184,0.0418,0.0513
185,0.0411,0.0505
186,0.0419,0.0476
187,0.0420,0.0500
188,0.0407,0.0494
189,0.0411,0.0473
190,0.0401,0.0497
191,0.0408,0.0485
192,0.0400,0.0487
193,0.0398,0.0481
194,0.0417,0.0503
195,0.0400,0.0470
196,0.0406,0.0470
197,0.0389,0.0498
198,0.0402,0.0476
199,0.0405,0.0464
200,0.0409,0.0456
201,0.0382,0.0463
202,0.0399,0.0502
203,0.0391,0.0478
204,0.0397,0.0481
205,0.0407,0.0472
206,0.0399,0.0471
207,0.0392,0.0464
208,0.0401,0.0461
209,0.0393,0.0460
210,0.0389,0.0473
211,0.0402,0.0445
212,0.0392,0.0455
213,0.0385,0.0457
214,0.0381,0.0478
215,0.0388,0.0446
216,0.0392,0.0451
217,0.0398,0.0470
218,0.0397,0.0457
219,0.0390,0.0484
220,0.0398,0.0452
221,0.0398,0.0445
222,0.0379,0.0439
223,0.0391,0.0474
224,0.0393,0.0445
225,0.0381,0.0435
226,0.0375,0.0464
227,0.0377,0.0436
228,0.0383,0.0442
229,0.0381,0.0440
230,0.0379,0.0457
231,0.0378,0.0438
232,0.0386,0.0439
233,0.0375,0.0441
234,0.0366,0.0434
