epoch,train_loss,valid_loss
1,0.4202,0.2717
2,0.2226,0.2563
3,0.2126,0.2384
4,0.2002,0.2269
5,0.2140,0.2183
6,0.1943,0.2174
7,0.1969,0.2136
8,0.1786,0.2019
9,0.1818,0.2064
10,0.1733,0.1980
11,0.1772,0.2128
12,0.1685,0.1930
13,0.1658,0.1882
14,0.1683,0.1875
15,0.1600,0.1836
16,0.1559,0.1854
17,0.1553,0.1801
18,0.1520,0.1755
19,0.1549,0.1749
20,0.1495,0.1753
21,0.1556,0.1738
22,0.1446,0.1727
23,0.1542,0.1700
24,0.1440,0.1701
25,0.1494,0.1724
26,0.1471,0.1661
27,0.1527,0.1716
28,0.1504,0.1688
29,0.1392,0.1595
30,0.1417,0.1599
31,0.1418,0.1674
32,0.1377,0.1631
33,0.1364,0.1601
34,0.1406,0.1656
35,0.1436,0.1581
36,0.1371,0.1579
37,0.1346,0.1618
38,0.1330,0.1559
39,0.1346,0.1577
40,0.1356,0.1545
41,0.1309,0.1533
42,0.1339,0.1548
43,0.1315,0.1499
44,0.1334,0.1506
45,0.1300,0.1508
46,0.1314,0.1539
47,0.1266,0.1507
48,0.1313,0.1495
49,0.1298,0.1485
50,0.1314,0.1509
51,0.1318,0.1494
52,0.1277,0.1505
53,0.1259,0.1538
54,0.1261,0.1460
55,0.1286,0.1578
56,0.1265,0.1454
57,0.1276,0.1456
58,0.1262,0.1471
59,0.1274,0.1538
60,0.1275,0.1458
61,0.1280,0.1427
62,0.1282,0.1499
63,0.1244,0.1471
64,0.1234,0.1436
65,0.1232,0.1466
66,0.1276,0.1449
67,0.1312,0.1597
68,0.1232,0.1404
69,0.1332,0.1441
70,0.1250,0.1429
71,0.1230,0.1443
72,0.1198,0.1442
73,0.1286,0.1464
74,0.1232,0.1490
75,0.1216,0.1414
76,0.1207,0.1509
77,0.1226,0.1412
78,0.1260,0.1404
79,0.1239,0.1402
80,0.1195,0.1395
81,0.1201,0.1415
82,0.1226,0.1407
83,0.1215,0.1398
84,0.1177,0.1399
85,0.1179,0.1383
86,0.1199,0.1445
87,0.1199,0.1386
88,0.1198,0.1425
89,0.1157,0.1387
90,0.1212,0.1379
91,0.1177,0.1407
92,0.1193,0.1363
93,0.1207,0.1375
94,0.1226,0.1360
95,0.1220,0.1419
96,0.1212,0.1365
97,0.1193,0.1377
98,0.1186,0.1548
99,0.1189,0.1373
100,0.1165,0.1367
101,0.1205,0.1415
102,0.1215,0.1355
103,0.1167,0.1369
104,0.1181,0.1350
105,0.1167,0.1385
106,0.1172,0.1338
107,0.1150,0.1327
108,0.1158,0.1332
109,0.1137,0.1332
110,0.1126,0.1358
111,0.1108,0.1336
112,0.1178,0.1378
113,0.1187,0.1357
114,0.1198,0.1337
115,0.1128,0.1334
116,0.1151,0.1329
117,0.1135,0.1314
118,0.1109,0.1360
119,0.1196,0.1421
120,0.1166,0.1337
121,0.1154,0.1294
122,0.1144,0.1311
123,0.1154,0.1307
124,0.1123,0.1326
125,0.1143,0.1315
126,0.1146,0.1403
127,0.1224,0.1325
128,0.1176,0.1340
129,0.1158,0.1324
130,0.1144,0.1306
131,0.1140,0.1310
132,0.1176,0.1459
133,0.1177,0.1303
134,0.1175,0.1316
135,0.1117,0.1315
136,0.1104,0.1351
137,0.1148,0.1319
138,0.1169,0.1328
139,0.1110,0.1284
140,0.1094,0.1287
141,0.1137,0.1309
142,0.1139,0.1318
143,0.1130,0.1330
144,0.1163,0.1279
145,0.1172,0.1289
146,0.1086,0.1294
147,0.1113,0.1316
148,0.1177,0.1280
149,0.1118,0.1334
150,0.1137,0.1313
151,0.1102,0.1288
152,0.1098,0.1277
153,0.1107,0.1279
154,0.1133,0.1303
155,0.1135,0.1282
156,0.1061,0.1310
157,0.1103,0.1287
158,0.1088,0.1270
159,0.1072,0.1302
160,0.1068,0.1281
161,0.1123,0.1318
162,0.1128,0.1333
163,0.1163,0.1304
164,0.1110,0.1287
165,0.1098,0.1279
166,0.1112,0.1334
167,0.1120,0.1272
168,0.1157,0.1333
169,0.1118,0.1351
170,0.1094,0.1281
171,0.1059,0.1266
172,0.1110,0.1279
173,0.1114,0.1255
174,0.1103,0.1313
175,0.1098,0.1286
176,0.1127,0.1289
177,0.1107,0.1286
178,0.1102,0.1317
179,0.1107,0.1255
180,0.1097,0.1287
181,0.1087,0.1237
182,0.1093,0.1246
183,0.1071,0.1246
184,0.1044,0.1269
185,0.1071,0.1250
186,0.1108,0.1292
187,0.1085,0.1276
188,0.1053,0.1295
189,0.1064,0.1267
190,0.1102,0.1262
191,0.1090,0.1263
192,0.1090,0.1242
193,0.1054,0.1250
194,0.1111,0.1301
195,0.1076,0.1230
196,0.1097,0.1238
197,0.1056,0.1276
198,0.1070,0.1232
199,0.1039,0.1245
200,0.1090,0.1243
201,0.1057,0.1250
202,0.1038,0.1239
203,0.1094,0.1266
204,0.1060,0.1249
205,0.1069,0.1273
206,0.1041,0.1247
207,0.1091,0.1306
208,0.1047,0.1264
209,0.1096,0.1273
210,0.1087,0.1262
211,0.1067,0.1260
212,0.1058,0.1223
213,0.1070,0.1232
214,0.1069,0.1245
215,0.1065,0.1222
216,0.1090,0.1242
217,0.1069,0.1237
218,0.1111,0.1234
219,0.1052,0.1271
220,0.1070,0.1234
221,0.1031,0.1260
222,0.1089,0.1243
223,0.1085,0.1247
224,0.1048,0.1241
225,0.1086,0.1225
226,0.1108,0.1281
227,0.1035,0.1222
228,0.1051,0.1227
229,0.1047,0.1247
230,0.1029,0.1217
231,0.1064,0.1239
232,0.1022,0.1242
233,0.1064,0.1219
234,0.1099,0.1263
235,0.1093,0.1237
236,0.1082,0.1247
237,0.1074,0.1271
238,0.1085,0.1219
