epoch,train_loss,valid_loss
168,0.8806,0.9204
169,0.8747,0.9150
170,0.8737,0.9170
171,0.8801,0.9288
172,0.8866,0.9268
173,0.8879,0.9284
174,0.8893,0.9353
175,0.8780,0.9027
176,0.8758,0.9043
177,0.8780,0.9484
178,0.8840,0.9005
179,0.8822,0.8939
180,0.8866,0.9124
181,0.8730,0.9230
182,0.8821,0.9407
183,0.8768,0.9279
184,0.8761,0.9107
185,0.8813,0.9113
186,0.8744,0.9203
187,0.8888,0.9177
188,0.8726,0.9056
189,0.8800,0.9317
190,0.8725,0.9236
191,0.8866,0.9179
192,0.8773,0.9165
193,0.8885,0.8940
194,0.8743,0.9395
195,0.8769,0.9294
196,0.8712,0.9173
197,0.8780,0.9042
198,0.8713,0.9089
199,0.8745,0.9238
200,0.8798,0.9170
201,0.8803,0.9113
202,0.8818,0.9167
203,0.8906,0.9268
204,0.8844,0.9065
205,0.8750,0.8990
206,0.8739,0.9148
207,0.8736,0.9091
208,0.8754,0.9041
209,0.8775,0.9034
210,0.8746,0.8974
211,0.8720,0.8968
212,0.8756,0.9034
213,0.8736,0.9027
214,0.8689,0.9073
215,0.8749,0.9024
216,0.8705,0.9107
217,0.8650,0.8913
218,0.8803,0.8959
219,0.8731,0.9032
220,0.8673,0.9004
221,0.8727,0.9117
222,0.8710,0.8949
223,0.8753,0.9130
224,0.8760,0.8959
225,0.8722,0.9006
226,0.8726,0.9046
227,0.8771,0.9005
228,0.8663,0.9011
229,0.8700,0.9043
230,0.8721,0.9036
231,0.8837,0.9039
232,0.8650,0.9123
233,0.8781,0.9042
234,0.8728,0.9153
235,0.8802,0.8977
236,0.8757,0.9251
237,0.8709,0.9140
238,0.8733,0.8985
239,0.8755,0.9010
240,0.8813,0.9006
241,0.8732,0.8801
242,0.8738,0.9016
243,0.8684,0.8956
244,0.8677,0.9090
245,0.8642,0.9039
246,0.8778,0.9035
247,0.8694,0.9161
248,0.8731,0.8991
249,0.8788,0.9064
250,0.8693,0.8974
251,0.8723,0.9012
252,0.8709,0.9168
253,0.8671,0.8991
254,0.8690,0.9008
255,0.8691,0.8870
256,0.8757,0.8988
257,0.8689,0.8807
258,0.8746,0.8965
259,0.8761,0.8973
260,0.8786,0.9052
261,0.8728,0.9127
262,0.8743,0.9094
263,0.8710,0.9016
