epoch,train_loss,valid_loss
1,0.3794,0.2795
2,0.2146,0.2312
3,0.2108,0.2244
4,0.2019,0.2067
5,0.1807,0.1991
6,0.1812,0.1939
7,0.1788,0.1876
8,0.1667,0.1830
9,0.1626,0.1830
10,0.1640,0.1738
11,0.1504,0.1693
12,0.1511,0.1664
13,0.1517,0.1694
14,0.1498,0.1646
15,0.1446,0.1652
16,0.1407,0.1653
17,0.1440,0.1628
18,0.1390,0.1601
19,0.1364,0.1572
20,0.1357,0.1593
21,0.1372,0.1531
22,0.1420,0.1544
23,0.1366,0.1541
24,0.1315,0.1539
25,0.1327,0.1509
26,0.1335,0.1545
27,0.1312,0.1493
28,0.1309,0.1478
29,0.1282,0.1477
30,0.1274,0.1485
31,0.1247,0.1479
32,0.1251,0.1471
33,0.1271,0.1458
34,0.1238,0.1432
35,0.1225,0.1426
36,0.1256,0.1438
37,0.1242,0.1432
38,0.1223,0.1424
39,0.1222,0.1411
40,0.1184,0.1439
41,0.1224,0.1408
42,0.1210,0.1405
43,0.1207,0.1446
44,0.1212,0.1386
45,0.1192,0.1411
46,0.1219,0.1378
47,0.1196,0.1372
48,0.1187,0.1395
49,0.1202,0.1426
50,0.1223,0.1382
51,0.1217,0.1383
52,0.1180,0.1357
53,0.1171,0.1391
54,0.1188,0.1380
55,0.1174,0.1351
56,0.1173,0.1349
57,0.1163,0.1345
58,0.1164,0.1347
59,0.1155,0.1380
60,0.1177,0.1385
61,0.1161,0.1344
62,0.1168,0.1375
63,0.1156,0.1359
64,0.1158,0.1334
65,0.1141,0.1317
66,0.1114,0.1329
67,0.1155,0.1328
68,0.1140,0.1334
69,0.1179,0.1301
70,0.1158,0.1337
71,0.1118,0.1349
72,0.1288,0.1331
73,0.1172,0.1344
74,0.1127,0.1329
75,0.1101,0.1299
76,0.1132,0.1310
77,0.1123,0.1316
78,0.1108,0.1301
79,0.1110,0.1288
80,0.1131,0.1295
81,0.1135,0.1286
82,0.1115,0.1304
83,0.1135,0.1288
84,0.1116,0.1311
85,0.1117,0.1315
86,0.1125,0.1293
87,0.1236,0.1330
88,0.1146,0.1346
89,0.1168,0.1294
90,0.1093,0.1271
91,0.1139,0.1282
92,0.1114,0.1304
93,0.1088,0.1260
94,0.1117,0.1295
95,0.1097,0.1269
96,0.1105,0.1274
97,0.1143,0.1284
98,0.1100,0.1281
99,0.1079,0.1288
100,0.1065,0.1263
101,0.1154,0.1290
102,0.1096,0.1296
103,0.1094,0.1293
104,0.1112,0.1274
105,0.1117,0.1285
106,0.1078,0.1251
107,0.1071,0.1259
108,0.1063,0.1254
109,0.1048,0.1231
110,0.1059,0.1248
111,0.1082,0.1314
112,0.1171,0.1237
113,0.1036,0.1293
114,0.1121,0.1255
115,0.1106,0.1295
116,0.1047,0.1244
117,0.1074,0.1250
118,0.1080,0.1226
119,0.1081,0.1270
120,0.1051,0.1233
121,0.1037,0.1255
122,0.1057,0.1270
123,0.1081,0.1248
124,0.1058,0.1239
125,0.1090,0.1254
126,0.1041,0.1254
127,0.1076,0.1236
128,0.1045,0.1246
129,0.1076,0.1266
130,0.1104,0.1239
131,0.1086,0.1250
132,0.1049,0.1224
133,0.1050,0.1249
134,0.1058,0.1232
135,0.1063,0.1252
136,0.1032,0.1228
137,0.1049,0.1240
138,0.1056,0.1247
139,0.1064,0.1226
140,0.1049,0.1213
141,0.1088,0.1233
142,0.1020,0.1254
143,0.1058,0.1244
144,0.1058,0.1253
145,0.1063,0.1232
146,0.1079,0.1227
147,0.1076,0.1238
148,0.1033,0.1239
149,0.1055,0.1220
150,0.1009,0.1217
151,0.1037,0.1236
152,0.1060,0.1204
153,0.1064,0.1250
154,0.1045,0.1224
155,0.1063,0.1209
156,0.1015,0.1215
157,0.1034,0.1190
158,0.1022,0.1232
159,0.1018,0.1189
160,0.1052,0.1209
161,0.1016,0.1209
162,0.1053,0.1218
163,0.1075,0.1221
164,0.1060,0.1228
165,0.1031,0.1230
166,0.1043,0.1295
167,0.1017,0.1211
168,0.1058,0.1216
169,0.1018,0.1238
170,0.1028,0.1209
171,0.1041,0.1208
172,0.1002,0.1236
173,0.1061,0.1228
174,0.1062,0.1215
175,0.0998,0.1238
176,0.1026,0.1222
177,0.1034,0.1256
178,0.1039,0.1223
179,0.1012,0.1218
180,0.1095,0.1220
181,0.1017,0.1220
182,0.1048,0.1240
183,0.1021,0.1230
184,0.1023,0.1219
185,0.1062,0.1207
186,0.1026,0.1230
187,0.1040,0.1247
188,0.1037,0.1199
189,0.0993,0.1198
190,0.1027,0.1215
191,0.1067,0.1196
192,0.1009,0.1204
193,0.1014,0.1248
194,0.1011,0.1205
195,0.0991,0.1251
196,0.1025,0.1228
197,0.1016,0.1207
198,0.1038,0.1191
199,0.1029,0.1200
200,0.1008,0.1191
201,0.1019,0.1195
202,0.0986,0.1195
203,0.1012,0.1192
204,0.1003,0.1190
205,0.1038,0.1212
206,0.0986,0.1178
207,0.1018,0.1211
208,0.1021,0.1222
209,0.1024,0.1275
210,0.1012,0.1201
211,0.1017,0.1204
212,0.0984,0.1202
213,0.1007,0.1195
214,0.1011,0.1204
215,0.0991,0.1193
216,0.1001,0.1176
217,0.1003,0.1195
218,0.1026,0.1191
219,0.1050,0.1202
220,0.1021,0.1181
221,0.0999,0.1224
222,0.0987,0.1205
223,0.1030,0.1195
224,0.0984,0.1180
225,0.0987,0.1196
226,0.1041,0.1209
227,0.0968,0.1193
228,0.1014,0.1186
229,0.0970,0.1175
230,0.1032,0.1207
231,0.1063,0.1197
232,0.0959,0.1188
233,0.0990,0.1191
234,0.0984,0.1226
235,0.1012,0.1224
236,0.0980,0.1205
237,0.1015,0.1198
238,0.0994,0.1241
239,0.0994,0.1264
240,0.1009,0.1191
241,0.0981,0.1202
242,0.0975,0.1180
243,0.0994,0.1232
244,0.1024,0.1197
245,0.0956,0.1234
246,0.1009,0.1175
247,0.1012,0.1200
248,0.0967,0.1262
249,0.0976,0.1196
