epoch,train_loss,valid_loss
1,0.3690,0.2687
2,0.2064,0.2412
3,0.1859,0.2189
4,0.1633,0.1936
5,0.1577,0.1930
6,0.1508,0.1818
7,0.1469,0.1695
8,0.1449,0.1582
9,0.1435,0.1737
10,0.1388,0.1468
11,0.1286,0.1443
12,0.1183,0.1365
13,0.1217,0.1342
14,0.1139,0.1296
15,0.1132,0.1247
16,0.1102,0.1210
17,0.1054,0.1198
18,0.1087,0.1169
19,0.1025,0.1127
20,0.0999,0.1114
21,0.0993,0.1118
22,0.0949,0.1093
23,0.0940,0.1090
24,0.0941,0.1056
25,0.0943,0.1073
26,0.0886,0.1043
27,0.0889,0.1014
28,0.0876,0.1012
29,0.0875,0.0973
30,0.0888,0.1027
31,0.0853,0.0973
32,0.0854,0.0976
33,0.0815,0.0971
34,0.0819,0.0986
35,0.0805,0.0927
36,0.0817,0.0935
37,0.0794,0.0901
38,0.0788,0.0937
39,0.0803,0.0898
40,0.0787,0.0883
41,0.0744,0.0870
42,0.0749,0.0868
43,0.0732,0.0836
44,0.0753,0.0862
45,0.0741,0.0849
46,0.0734,0.0856
47,0.0710,0.0855
48,0.0747,0.0843
49,0.0723,0.0800
50,0.0719,0.0841
51,0.0704,0.0819
52,0.0687,0.0778
53,0.0671,0.0810
54,0.0712,0.0789
55,0.0658,0.0787
56,0.0668,0.0759
57,0.0671,0.0762
58,0.0675,0.0785
59,0.0653,0.0781
60,0.0655,0.0764
61,0.0646,0.0765
62,0.0670,0.0761
63,0.0663,0.0740
64,0.0647,0.0746
65,0.0659,0.0739
66,0.0630,0.0729
67,0.0648,0.0748
68,0.0655,0.0738
69,0.0627,0.0725
70,0.0612,0.0711
71,0.0617,0.0705
72,0.0600,0.0719
73,0.0603,0.0736
74,0.0598,0.0709
75,0.0596,0.0689
76,0.0582,0.0697
77,0.0621,0.0684
78,0.0609,0.0689
79,0.0610,0.0706
80,0.0576,0.0680
81,0.0597,0.0674
82,0.0624,0.0658
83,0.0558,0.0664
84,0.0591,0.0663
85,0.0577,0.0663
86,0.0601,0.0676
87,0.0588,0.0649
88,0.0591,0.0672
89,0.0579,0.0673
90,0.0556,0.0642
91,0.0577,0.0662
92,0.0578,0.0651
93,0.0578,0.0628
94,0.0561,0.0667
95,0.0574,0.0661
96,0.0589,0.0670
97,0.0615,0.0655
98,0.0597,0.0638
99,0.0560,0.0643
100,0.0559,0.0640
101,0.0567,0.0646
102,0.0569,0.0636
103,0.0557,0.0632
104,0.0562,0.0623
105,0.0544,0.0618
106,0.0531,0.0616
107,0.0551,0.0625
108,0.0526,0.0613
109,0.0513,0.0609
110,0.0520,0.0613
111,0.0557,0.0609
112,0.0493,0.0613
113,0.0526,0.0602
114,0.0519,0.0596
115,0.0518,0.0600
116,0.0536,0.0610
117,0.0547,0.0595
118,0.0526,0.0601
119,0.0508,0.0585
120,0.0511,0.0594
121,0.0536,0.0606
122,0.0533,0.0601
123,0.0521,0.0592
124,0.0540,0.0594
125,0.0516,0.0603
126,0.0506,0.0593
127,0.0502,0.0587
128,0.0525,0.0595
129,0.0520,0.0581
130,0.0516,0.0580
131,0.0540,0.0573
132,0.0525,0.0578
133,0.0512,0.0627
134,0.0503,0.0575
135,0.0492,0.0623
136,0.0491,0.0586
137,0.0503,0.0567
138,0.0514,0.0580
139,0.0521,0.0567
140,0.0508,0.0570
141,0.0492,0.0559
142,0.0481,0.0589
143,0.0487,0.0569
144,0.0501,0.0579
145,0.0537,0.0559
146,0.0496,0.0556
147,0.0494,0.0569
148,0.0502,0.0556
149,0.0484,0.0566
150,0.0491,0.0559
151,0.0508,0.0573
152,0.0531,0.0548
153,0.0503,0.0555
154,0.0498,0.0545
155,0.0484,0.0548
156,0.0522,0.0569
157,0.0518,0.0554
158,0.0513,0.0564
159,0.0488,0.0562
160,0.0480,0.0738
161,0.0543,0.0543
162,0.0507,0.0548
163,0.0515,0.0577
164,0.0508,0.0542
165,0.0492,0.0553
166,0.0485,0.0530
167,0.0487,0.0518
168,0.0473,0.0600
169,0.0489,0.0534
170,0.0494,0.0518
171,0.0493,0.0547
172,0.0486,0.0520
173,0.0483,0.0529
174,0.0497,0.0540
175,0.0489,0.0517
176,0.0456,0.0528
177,0.0467,0.0511
178,0.0478,0.0522
179,0.0488,0.0518
180,0.0468,0.0518
181,0.0469,0.0531
182,0.0473,0.0509
183,0.0446,0.0508
184,0.0472,0.0496
185,0.0463,0.0500
186,0.0460,0.0503
187,0.0444,0.0507
188,0.0466,0.0508
189,0.0454,0.0493
190,0.0444,0.0497
191,0.0444,0.0493
192,0.0462,0.0486
193,0.0446,0.0499
194,0.0441,0.0490
195,0.0438,0.0495
196,0.0442,0.0497
197,0.0451,0.0486
198,0.0445,0.0497
199,0.0437,0.0482
200,0.0448,0.0503
201,0.0448,0.0494
202,0.0438,0.0493
203,0.0454,0.0480
204,0.0439,0.0507
205,0.0444,0.0471
206,0.0419,0.0487
207,0.0451,0.0477
208,0.0448,0.0485
209,0.0443,0.0484
210,0.0431,0.0485
211,0.0449,0.0471
212,0.0439,0.0473
213,0.0429,0.0475
214,0.0426,0.0482
215,0.0443,0.0477
216,0.0434,0.0482
217,0.0442,0.0467
217,0.0460,0.0479
218,0.0428,0.0475
218,0.0420,0.0476
219,0.0448,0.0483
219,0.0430,0.0467
220,0.0417,0.0485
220,0.0443,0.0488
221,0.0418,0.0471
221,0.0437,0.0477
222,0.0410,0.0462
222,0.0437,0.0466
223,0.0413,0.0482
223,0.0426,0.0468
224,0.0420,0.0479
224,0.0431,0.0477
225,0.0429,0.0465
225,0.0424,0.0472
226,0.0427,0.0480
226,0.0430,0.0482
227,0.0413,0.0472
227,0.0432,0.0468
228,0.0412,0.0461
228,0.0410,0.0455
229,0.0417,0.0466
229,0.0415,0.0464
230,0.0418,0.0477
230,0.0417,0.0473
231,0.0420,0.0464
231,0.0409,0.0467
232,0.0412,0.0458
232,0.0422,0.0472
233,0.0407,0.0473
233,0.0416,0.0470
234,0.0409,0.0459
234,0.0416,0.0459
235,0.0425,0.0474
235,0.0424,0.0463
236,0.0416,0.0460
236,0.0422,0.0483
237,0.0423,0.0472
237,0.0423,0.0459
238,0.0415,0.0456
238,0.0409,0.0461
239,0.0409,0.0455
239,0.0416,0.0460
240,0.0395,0.0454
240,0.0404,0.0462
241,0.0404,0.0465
241,0.0409,0.0458
242,0.0404,0.0459
242,0.0399,0.0464
243,0.0396,0.0458
243,0.0416,0.0445
244,0.0410,0.0449
244,0.0405,0.0449
245,0.0401,0.0461
245,0.0407,0.0464
246,0.0394,0.0450
246,0.0424,0.0454
247,0.0430,0.0452
247,0.0414,0.0459
248,0.0397,0.0449
248,0.0405,0.0454
249,0.0406,0.0451
249,0.0410,0.0452
250,0.0409,0.0463
250,0.0400,0.0446
251,0.0411,0.0456
251,0.0417,0.0458
252,0.0396,0.0449
252,0.0412,0.0445
253,0.0407,0.0445
253,0.0407,0.0440
254,0.0397,0.0454
255,0.0417,0.0448
256,0.0403,0.0442
257,0.0396,0.0456
258,0.0399,0.0448
259,0.0399,0.0440
260,0.0396,0.0441
261,0.0393,0.0442
262,0.0399,0.0437
263,0.0397,0.0450
264,0.0384,0.0441
265,0.0392,0.0442
266,0.0393,0.0445
267,0.0396,0.0445
268,0.0391,0.0454
269,0.0406,0.0440
270,0.0408,0.0432
271,0.0416,0.0442
272,0.0410,0.0439
273,0.0393,0.0436
274,0.0401,0.0459
275,0.0394,0.0447
276,0.0390,0.0455
277,0.0394,0.0438
278,0.0384,0.0434
279,0.0397,0.0435
280,0.0386,0.0446
281,0.0394,0.0438
282,0.0382,0.0428
283,0.0397,0.0419
284,0.0374,0.0435
285,0.0368,0.0436
286,0.0382,0.0444
287,0.0393,0.0435
288,0.0399,0.0439
289,0.0377,0.0437
290,0.0373,0.0427
291,0.0377,0.0417
