epoch,train_loss,valid_loss
1,0.4184,0.2719
2,0.2045,0.2345
3,0.1899,0.2382
4,0.1755,0.2283
5,0.1617,0.2098
6,0.1550,0.1969
7,0.1568,0.1793
8,0.1445,0.1782
9,0.1357,0.1587
10,0.1249,0.1557
11,0.1217,0.1544
12,0.1248,0.1470
13,0.1217,0.1424
14,0.1127,0.1440
15,0.1111,0.1317
16,0.1072,0.1321
17,0.1092,0.1253
18,0.1048,0.1264
19,0.1010,0.1214
20,0.0964,0.1221
22,0.0963,0.1176
23,0.0932,0.1126
24,0.0900,0.1107
25,0.0899,0.1078
26,0.0875,0.1096
27,0.0907,0.1110
28,0.0860,0.1106
29,0.0846,0.1074
30,0.0915,0.1028
31,0.0831,0.1006
32,0.0852,0.0962
33,0.0800,0.0963
34,0.0781,0.0936
35,0.0805,0.0933
36,0.0791,0.0925
37,0.0753,0.0901
38,0.0749,0.0928
39,0.0744,0.0935
40,0.0741,0.0897
41,0.0779,0.0914
42,0.0750,0.0896
43,0.0724,0.0864
44,0.0704,0.0836
45,0.0693,0.0832
46,0.0709,0.0874
47,0.0709,0.0888
48,0.0693,0.0820
49,0.0669,0.0811
50,0.0682,0.0816
51,0.0657,0.0813
52,0.0671,0.0775
53,0.0642,0.0803
54,0.0667,0.0795
55,0.0648,0.0777
56,0.0644,0.0748
57,0.0643,0.0750
58,0.0621,0.0740
59,0.0628,0.0749
60,0.0618,0.0740
61,0.0599,0.0732
62,0.0611,0.0754
63,0.0600,0.0717
64,0.0614,0.0738
65,0.0623,0.0696
66,0.0593,0.0701
67,0.0586,0.0710
68,0.0594,0.0720
69,0.0591,0.0686
70,0.0578,0.0695
71,0.0582,0.0678
72,0.0570,0.0683
73,0.0584,0.0683
74,0.0563,0.0674
75,0.0554,0.0660
76,0.0564,0.0646
77,0.0558,0.0664
78,0.0548,0.0656
79,0.0571,0.0748
80,0.0553,0.0641
81,0.0552,0.0646
82,0.0553,0.0654
83,0.0546,0.0642
84,0.0534,0.0631
85,0.0537,0.0625
86,0.0521,0.0637
87,0.0524,0.0630
88,0.0533,0.0626
89,0.0539,0.0704
90,0.0523,0.0624
91,0.0525,0.0622
92,0.0516,0.0603
93,0.0535,0.0605
94,0.0501,0.0590
95,0.0505,0.0591
96,0.0497,0.0590
97,0.0486,0.0575
98,0.0485,0.0579
99,0.0494,0.0585
100,0.0487,0.0595
101,0.0506,0.0597
102,0.0506,0.0604
103,0.0514,0.0607
104,0.0494,0.0577
105,0.0471,0.0597
106,0.0490,0.0568
107,0.0485,0.0572
108,0.0480,0.0562
109,0.0484,0.0559
110,0.0475,0.0565
111,0.0471,0.0565
112,0.0483,0.0647
113,0.0514,0.0558
114,0.0473,0.0545
115,0.0470,0.0534
116,0.0461,0.0544
117,0.0466,0.0573
118,0.0469,0.0548
119,0.0470,0.0556
120,0.0456,0.0548
121,0.0455,0.0551
122,0.0460,0.0543
123,0.0461,0.0590
124,0.0476,0.0539
125,0.0452,0.0543
126,0.0458,0.0539
127,0.0443,0.0559
128,0.0457,0.0532
129,0.0451,0.0527
130,0.0439,0.0528
131,0.0454,0.0518
132,0.0451,0.0530
133,0.0453,0.0516
134,0.0457,0.0543
135,0.0443,0.0512
136,0.0441,0.0503
137,0.0439,0.0513
138,0.0436,0.0509
139,0.0431,0.0499
140,0.0443,0.0546
141,0.0431,0.0516
142,0.0426,0.0517
143,0.0431,0.0506
144,0.0424,0.0504
145,0.0436,0.0517
146,0.0437,0.0509
147,0.0424,0.0526
148,0.0436,0.0486
149,0.0424,0.0508
150,0.0426,0.0492
151,0.0417,0.0494
