epoch,train_loss,valid_loss
1,0.4015,0.2836
2,0.2172,0.2500
3,0.1943,0.2369
4,0.1730,0.2017
5,0.1612,0.2130
6,0.1714,0.2013
7,0.1546,0.1910
8,0.1382,0.1748
9,0.1325,0.1681
10,0.1332,0.1643
11,0.1282,0.1520
12,0.1180,0.1595
13,0.1259,0.1464
14,0.1216,0.1423
15,0.1166,0.1423
16,0.1140,0.1420
17,0.1110,0.1356
18,0.1187,0.1368
19,0.1167,0.1364
20,0.1034,0.1332
21,0.1059,0.1328
22,0.1036,0.1238
23,0.1040,0.1184
24,0.0957,0.1151
25,0.1008,0.1173
26,0.0931,0.1108
27,0.0910,0.1132
28,0.0984,0.1160
29,0.0966,0.1083
30,0.0973,0.1109
31,0.0900,0.1048
32,0.0885,0.1020
33,0.0868,0.1042
34,0.0912,0.1022
35,0.0876,0.1027
36,0.0831,0.0997
37,0.0821,0.0985
38,0.0815,0.0936
39,0.0799,0.1003
40,0.0795,0.0922
41,0.0784,0.0912
42,0.0829,0.0955
43,0.0772,0.0908
44,0.0784,0.0926
45,0.0745,0.0873
46,0.0735,0.0878
47,0.0730,0.0855
48,0.0704,0.0895
49,0.0728,0.0880
50,0.0717,0.0830
51,0.0728,0.0856
52,0.0760,0.0840
53,0.0704,0.0816
54,0.0696,0.0825
55,0.0705,0.0806
56,0.0678,0.0794
57,0.0671,0.0802
58,0.0654,0.0801
59,0.0675,0.0803
60,0.0719,0.0777
61,0.0654,0.0782
62,0.0675,0.0768
63,0.0678,0.0776
64,0.0638,0.0771
65,0.0633,0.0794
66,0.0641,0.0771
67,0.0656,0.0755
68,0.0651,0.0736
69,0.0641,0.0750
70,0.0644,0.0747
71,0.0619,0.0776
72,0.0625,0.0709
73,0.0636,0.0745
74,0.0609,0.0735
75,0.0606,0.0694
76,0.0599,0.0694
77,0.0619,0.0707
78,0.0598,0.0708
79,0.0614,0.0709
80,0.0603,0.0700
81,0.0592,0.0708
82,0.0595,0.0697
83,0.0581,0.0682
84,0.0582,0.0699
